Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50
0.07640879,0.040078323,0.040108677,0.040495034,0.040624104,0.041847114,0.04195241,0.042448778,0.042523474,0.04330456,0.043304943,0.043217964,0.04420378,0.043109898,0.043238744,0.043595985,0.044568624,0.044437576,0.044013273,0.044059105,0.044314887,0.04445393,0.04494592,0.04456446,0.044883534,0.044457093,0.044982243,0.044825725,0.044925466,0.045077603,0.04488556,0.044872053,0.045225903,0.04503585,0.045114897,0.04507522,0.045155704,0.045505356,0.045462552,0.045031633,0.04519376,0.045136184,0.045396395,0.045248568,0.04528035,0.045336854,0.04522098,0.045524135,0.045455,0.045245294
0.07638522,0.039955486,0.039989386,0.04036042,0.040587865,0.04173609,0.041893225,0.042349316,0.042439006,0.043254126,0.043239478,0.043115783,0.044078354,0.043053586,0.043210037,0.043549504,0.04445718,0.044339933,0.04394945,0.044024155,0.044268772,0.044393044,0.044912804,0.044445213,0.044827294,0.044392817,0.044900108,0.04476075,0.044856645,0.04497341,0.044807088,0.04482947,0.045176584,0.044970036,0.045070622,0.0450223,0.04507646,0.045437507,0.04537621,0.044970773,0.045125186,0.045075573,0.045317225,0.04516842,0.04525369,0.04528837,0.045152504,0.04545074,0.04538648,0.04517621
0.07639804,0.040014256,0.040048067,0.04040926,0.040609643,0.04177646,0.04189988,0.042381413,0.042471323,0.043242067,0.043208655,0.043134797,0.044064023,0.04301084,0.043200955,0.04353668,0.044436585,0.04430772,0.04397035,0.044006795,0.04421793,0.044352673,0.044854898,0.044383783,0.044781547,0.044332538,0.04488742,0.044720057,0.04479721,0.044939585,0.044738553,0.04477839,0.045141134,0.04495003,0.0450361,0.044999037,0.045004092,0.045347843,0.045334857,0.04489184,0.04507554,0.045025095,0.045282636,0.04514547,0.045216065,0.045242224,0.04511204,0.045430224,0.045294605,0.045109235
0.07639092,0.04003871,0.040085286,0.04044265,0.04060387,0.04181726,0.041908674,0.042405505,0.04249918,0.043264505,0.043227535,0.043191455,0.04407383,0.042997424,0.043221764,0.043538574,0.044435844,0.044307325,0.043949008,0.044051025,0.0441979,0.04435775,0.04489228,0.044384103,0.04479148,0.044311833,0.04489751,0.044733003,0.044796187,0.044943325,0.04473751,0.044786245,0.04515523,0.044923555,0.045033067,0.04499884,0.04499298,0.04531392,0.045323066,0.04486853,0.04507343,0.04500687,0.045282356,0.04514789,0.045202024,0.045236506,0.045132864,0.04538575,0.04525994,0.045082185
0.07639355,0.04007156,0.04011766,0.040453058,0.04057007,0.04185818,0.04193618,0.042423114,0.042483967,0.043306064,0.043233432,0.043228477,0.0440853,0.04300715,0.043238655,0.043572176,0.04445545,0.044318292,0.043942727,0.04407393,0.044192348,0.04433873,0.044892278,0.044394698,0.04478264,0.04431185,0.044890355,0.04471067,0.04479937,0.044954706,0.044778533,0.044792105,0.04516175,0.04491665,0.045022078,0.044975124,0.044980608,0.045323472,0.045314338,0.04485411,0.04504879,0.04498783,0.045278724,0.04516212,0.045187626,0.045220453,0.045132775,0.045361783,0.045304872,0.04508506
0.07637358,0.040127262,0.040182445,0.040490985,0.04060073,0.041866705,0.041960873,0.04244951,0.042507682,0.043310463,0.043259133,0.04323581,0.044100124,0.042977378,0.043231357,0.04357481,0.044443607,0.044334076,0.043943357,0.044056404,0.044172253,0.044333823,0.044866048,0.044412073,0.04477067,0.04427586,0.044849362,0.044694677,0.04479237,0.044956326,0.044757973,0.04478006,0.04513769,0.04490696,0.0450044,0.044940088,0.04497001,0.04527634,0.045246553,0.04482049,0.045039758,0.044943742,0.04525997,0.045142557,0.04517183,0.04518565,0.045109276,0.04536027,0.04525875,0.04506512
0.07638042,0.040174916,0.04021445,0.040526174,0.040607553,0.041855607,0.0419584,0.042440142,0.042435665,0.04327046,0.043212768,0.04323212,0.044042785,0.0429423,0.043210942,0.043580618,0.04441203,0.04426651,0.043898765,0.04403747,0.044125825,0.04426915,0.044820175,0.04438636,0.04468988,0.044275686,0.044775352,0.044628363,0.0446713,0.04490209,0.044719316,0.044747822,0.04511176,0.04479362,0.044942264,0.04488164,0.0449337,0.04521783,0.045188356,0.044763234,0.045000985,0.04492566,0.045202415,0.045137625,0.04514776,0.04509899,0.045033406,0.045254953,0.04519331,0.044987474
0.0763692,0.040208016,0.040232904,0.04055212,0.040587842,0.04183271,0.041919142,0.04240216,0.0423199,0.04326795,0.04306481,0.043198127,0.0439744,0.04287921,0.0430737,0.04354165,0.04431085,0.044196803,0.04387349,0.04400127,0.044064816,0.04417697,0.044620667,0.04430808,0.044644013,0.04419134,0.044693813,0.044523846,0.044619754,0.044802252,0.044617523,0.044689413,0.04502904,0.044718552,0.0449034,0.04481075,0.04486045,0.045140453,0.04510071,0.044678636,0.04491882,0.044859253,0.045113187,0.04505312,0.04502841,0.045031857,0.044938877,0.04518639,0.045129843,0.04494104
0.07636413,0.040098213,0.040153448,0.040487677,0.040552434,0.04182035,0.041878656,0.04238268,0.042305935,0.043281093,0.04302525,0.043142576,0.04396363,0.042863116,0.043055467,0.04349298,0.04423746,0.04412668,0.043825973,0.043972857,0.04404389,0.044164643,0.044581547,0.044279005,0.04459992,0.04416632,0.044638563,0.044478405,0.044564392,0.04475211,0.044573452,0.04464328,0.04499052,0.044690523,0.044848427,0.04478711,0.044833764,0.045115948,0.04504196,0.044659235,0.044881955,0.044811223,0.04506586,0.045026757,0.045018863,0.044972133,0.044888552,0.045156434,0.045099538,0.044909388
0.07636338,0.04007614,0.040098477,0.040464323,0.040530913,0.041691273,0.04175878,0.04221209,0.042171415,0.04307263,0.04280524,0.043045975,0.043744326,0.04273139,0.042850435,0.043391258,0.0441272,0.04402337,0.0436967,0.04376522,0.04385743,0.044063587,0.0443998,0.044177074,0.044493023,0.04405987,0.0444916,0.044360854,0.044419166,0.044605464,0.044436738,0.04456774,0.04485609,0.044558134,0.044743128,0.044653855,0.0446785,0.04498294,0.04491048,0.044561014,0.044772245,0.044686455,0.04489312,0.044901103,0.044919204,0.04487141,0.04473592,0.045060236,0.04493298,0.044805776
0.076364756,0.04007399,0.040105496,0.040472087,0.04053161,0.041654624,0.04177267,0.04219945,0.042175457,0.043082196,0.042810224,0.043032546,0.04375705,0.042745918,0.04284933,0.043389715,0.044147626,0.04403677,0.043709204,0.043788247,0.043844793,0.04404493,0.044403493,0.044172853,0.044465125,0.04405806,0.044506673,0.04434664,0.044398,0.04458905,0.044423718,0.04456046,0.044844918,0.04454549,0.04471564,0.04465504,0.044683177,0.044962164,0.044897832,0.04453317,0.044744354,0.044659317,0.044881318,0.04488029,0.044894665,0.044874925,0.04472177,0.04502119,0.044926636,0.044780485
0.07635905,0.040022198,0.040038113,0.040341284,0.04046926,0.041426733,0.04162466,0.04199146,0.042037882,0.04299025,0.042571004,0.042936344,0.043608278,0.042706884,0.042684533,0.043360285,0.044097174,0.04393989,0.043624535,0.04367807,0.043689787,0.043907803,0.044254117,0.04406857,0.044327743,0.0439599,0.044345427,0.044229083,0.044280473,0.044428356,0.044329584,0.0444868,0.044732694,0.044486843,0.044624038,0.04457408,0.044545166,0.04486963,0.044789147,0.04440298,0.044632927,0.04455212,0.044791456,0.04477937,0.044781726,0.044740196,0.044605963,0.044911273,0.04484887,0.044697467
0.07633521,0.040068086,0.04007334,0.040354457,0.040443417,0.041389495,0.04156629,0.0418958,0.04194415,0.042926557,0.04248522,0.042934418,0.043553777,0.042658467,0.042595245,0.04334235,0.04403849,0.04390702,0.043587066,0.043665517,0.043656167,0.04387817,0.04419717,0.044020165,0.04429138,0.043928325,0.04429329,0.044157382,0.044221416,0.044366937,0.044251263,0.04442227,0.04466061,0.044455398,0.044594523,0.04450797,0.04449185,0.044776477,0.044716123,0.04436656,0.04461691,0.04449129,0.04473387,0.04470634,0.044722423,0.044690084,0.044550944,0.04486536,0.0448046,0.044643883
0.0763267,0.039972145,0.040044386,0.04032197,0.04043175,0.04132798,0.0414793,0.041805096,0.041873828,0.04283437,0.04236771,0.04287695,0.04341412,0.04258368,0.042480037,0.043188456,0.043969925,0.043804005,0.043461837,0.04354578,0.04356185,0.04374995,0.04404982,0.04389915,0.044215623,0.04387186,0.044172924,0.044044144,0.044132173,0.044212982,0.04412692,0.044265795,0.0444613,0.04434481,0.04449885,0.044371452,0.044409476,0.044662572,0.04460176,0.04427094,0.04452457,0.044443842,0.044550132,0.044596557,0.044585686,0.04461899,0.04448298,0.044799954,0.044678412,0.044549376
0.07631617,0.03985761,0.039945565,0.040253643,0.04039579,0.04122479,0.041398842,0.041701198,0.041819826,0.042701524,0.042281497,0.0427704,0.043259114,0.042524733,0.042417556,0.04309199,0.043840457,0.04371847,0.04337107,0.04340823,0.04351937,0.043697927,0.043913946,0.043834414,0.044090454,0.043767802,0.044035506,0.043944433,0.044019762,0.044086024,0.044070546,0.04419056,0.04438819,0.044260494,0.044416025,0.044320114,0.04430889,0.04457679,0.044507023,0.04418317,0.04445429,0.044390764,0.04449731,0.04451056,0.04450995,0.044538677,0.04442549,0.04473801,0.044570412,0.044457804
0.076314256,0.039834682,0.03994379,0.04018997,0.04037034,0.04117781,0.04135114,0.041647058,0.04181676,0.04263009,0.042248677,0.042733118,0.04322434,0.042496994,0.042391058,0.04301545,0.043810893,0.043666,0.04335616,0.04334661,0.043498546,0.04361912,0.043877564,0.04377083,0.044040963,0.043696962,0.043974664,0.043895278,0.043983325,0.04405548,0.044051606,0.044174444,0.044349875,0.04420716,0.044349425,0.04428083,0.044276338,0.04456081,0.044483423,0.044167858,0.044412863,0.04437365,0.04442336,0.044465657,0.04448341,0.044495676,0.044393666,0.044702627,0.044500362,0.044415183
0.07631864,0.039822172,0.03988493,0.040121917,0.04031486,0.041110925,0.041312236,0.041564345,0.04179629,0.042511962,0.042247403,0.042661946,0.043160863,0.0424741,0.04240139,0.04294163,0.04374157,0.043587945,0.043320358,0.043263327,0.043483295,0.043569848,0.043816954,0.043740615,0.04398618,0.043619208,0.043916225,0.043842472,0.043929186,0.044021852,0.044001117,0.044113375,0.044304926,0.044159375,0.044294525,0.044225425,0.04420142,0.044500444,0.044433437,0.04414292,0.04436663,0.044328034,0.044383343,0.044402033,0.044431925,0.044438433,0.04434807,0.044673957,0.04445004,0.044386014
0.07631209,0.039738484,0.039812107,0.04003339,0.040258802,0.04096684,0.041200206,0.041418422,0.04169164,0.04232121,0.042087927,0.04252345,0.042984962,0.0424113,0.042295884,0.042831335,0.04357327,0.043466322,0.043160494,0.043156687,0.04338244,0.04347143,0.043678954,0.043657742,0.04387492,0.043567583,0.043820534,0.043741,0.043843627,0.043917105,0.04390761,0.043999836,0.044163164,0.04406833,0.044190876,0.04411656,0.044095255,0.044386208,0.044329107,0.044045236,0.044264637,0.044233188,0.044234674,0.04430022,0.044327658,0.04434363,0.04423208,0.0445734,0.044382386,0.04429098
0.07630468,0.039769083,0.039830215,0.04004589,0.040262748,0.040993504,0.041222885,0.04142988,0.041690733,0.042340044,0.042119633,0.042543866,0.043007556,0.042424206,0.042320885,0.042847913,0.043589815,0.04346059,0.043170936,0.043156173,0.0433778,0.0434952,0.043710656,0.043660346,0.04389025,0.043574665,0.043843463,0.043759212,0.04385252,0.04393115,0.043905646,0.043985747,0.04418065,0.044068743,0.04416298,0.044108123,0.044099744,0.044358194,0.044334535,0.044043265,0.04426865,0.044222943,0.044249568,0.044300906,0.044309363,0.044362083,0.04422935,0.044568453,0.04439061,0.044312336
0.076284386,0.03975967,0.039833445,0.040054232,0.04026915,0.041007504,0.041234415,0.041449238,0.04168942,0.042360093,0.042110346,0.042548046,0.04304496,0.042440783,0.04232233,0.042868793,0.043589115,0.043487452,0.043200884,0.0431709,0.043368954,0.04348644,0.04372083,0.043671515,0.043913487,0.04359474,0.043863975,0.04374146,0.04384234,0.043939967,0.043911878,0.0439976,0.044186536,0.044061635,0.044145055,0.044118892,0.044108428,0.04435371,0.044345316,0.04404649,0.044268418,0.044221822,0.044251036,0.044322047,0.04431056,0.044367254,0.04420752,0.044566974,0.044390593,0.044330925
0.07627668,0.03975307,0.039840754,0.04006113,0.040265385,0.04103603,0.04125867,0.041470382,0.041699566,0.04239228,0.04213504,0.042568747,0.04305723,0.042455617,0.042335704,0.042886116,0.04360906,0.043499243,0.043215923,0.0431965,0.043391578,0.043484073,0.043732807,0.043690037,0.04393699,0.043602306,0.043878105,0.04375407,0.043865815,0.043959204,0.043909904,0.043993596,0.044202268,0.044072557,0.044132546,0.044158056,0.04411062,0.044347398,0.044353567,0.044064272,0.044276003,0.044231683,0.0442734,0.04434024,0.044308003,0.0443905,0.044234063,0.044565406,0.04440701,0.04433033
0.07627836,0.03978178,0.039872892,0.040082246,0.040287107,0.0410189,0.041256152,0.041494075,0.041684173,0.04239163,0.042120844,0.042597514,0.04301958,0.04245799,0.04234045,0.04288423,0.043607567,0.043476764,0.043230403,0.043189228,0.043384783,0.043443162,0.043744363,0.043691713,0.043909285,0.04360302,0.043857705,0.043711267,0.043787606,0.04396263,0.043881617,0.04397292,0.04415772,0.044007253,0.044080175,0.04410943,0.04409059,0.044318568,0.044331796,0.0440222,0.04424866,0.044229638,0.044251267,0.044337127,0.044295393,0.04436634,0.044167887,0.044488724,0.044372503,0.044294074
0.076285996,0.039679825,0.03981032,0.04004016,0.04026853,0.04100733,0.041228596,0.041483868,0.041657876,0.042387,0.04209619,0.04254239,0.042999074,0.04240902,0.04229906,0.042829573,0.043580163,0.04340213,0.04319023,0.043173745,0.0433468,0.043414067,0.04372975,0.043634642,0.043868344,0.043558914,0.043824024,0.04368014,0.04376786,0.043912675,0.04385127,0.043923687,0.04411617,0.043973424,0.044052143,0.044087652,0.044061106,0.044279214,0.04429362,0.04397786,0.04422861,0.044183806,0.044201706,0.04429206,0.044238485,0.0443424,0.044138998,0.044437073,0.044320766,0.044233736
0.07627755,0.0397139,0.039844226,0.040067293,0.0402839,0.04100696,0.041228857,0.041474074,0.041655455,0.04231614,0.042090077,0.042560875,0.042980917,0.04241753,0.04226351,0.042771757,0.043480657,0.043416552,0.043195523,0.043123025,0.043310363,0.043389548,0.04368586,0.043615665,0.043859348,0.043551277,0.043801054,0.043680772,0.0437572,0.043883063,0.043826114,0.043908123,0.044090174,0.04390119,0.04403701,0.044060275,0.044040233,0.044222493,0.044247765,0.043933775,0.04422115,0.044135977,0.044180803,0.044286497,0.044222724,0.044327583,0.044145964,0.044452284,0.044316974,0.04422315
0.07628392,0.039636977,0.039776925,0.04000158,0.040236577,0.040891167,0.041137647,0.041362997,0.04156528,0.042170882,0.04197518,0.04244844,0.04283767,0.04236928,0.042158663,0.042695638,0.043347545,0.04330642,0.04309073,0.043021485,0.0432337,0.043312103,0.04357009,0.043532867,0.043766495,0.043494195,0.04371139,0.04361286,0.04369062,0.04381011,0.04376081,0.04384654,0.043989167,0.043841943,0.04397665,0.0439783,0.043972198,0.04412074,0.044178512,0.043856468,0.04414137,0.0440716,0.044095155,0.04419922,0.044142067,0.044245932,0.04404666,0.044352707,0.04426375,0.044147532
0.076276325,0.03965794,0.03978642,0.040015567,0.040250532,0.040907647,0.041153945,0.041382905,0.04157113,0.042198185,0.04200221,0.04247459,0.04286845,0.042395502,0.042183537,0.042701755,0.043352794,0.043318603,0.043110464,0.04304158,0.043254,0.043337017,0.04358116,0.04354902,0.043777127,0.043511067,0.043726653,0.043631542,0.043695748,0.043814104,0.04376019,0.043845225,0.043980036,0.04384222,0.043983944,0.04398679,0.043983705,0.044144318,0.04417832,0.04387791,0.044141103,0.044086434,0.044111203,0.044211194,0.044153135,0.044235893,0.044062927,0.044368036,0.044279214,0.044151794
